COD MOVIMENTO;COD PRODUTO;DATA;ID LOJA;ESTOQUE;TIPO;;;;
371;5;06/01/2021;Loja_MG;3;Entrada;;;;
373;25;06/01/2021;Loja_MG;-1;Saída;;;;
374;26;06/01/2021;Loja_MG;-2;Saída;;;;
375;16;06/01/2021;Loja_MG;3;Entrada;;;;
376;13;06/01/2021;Loja_MG;6;Entrada;;;;
382;11;06/01/2021;Loja_MG;-2;Saída;;;;
384;5;06/01/2021;Loja_MG;3;Entrada;;;;
387;13;06/01/2021;Loja_MG;6;Entrada;;;;
392;28;06/01/2021;Loja_MG;4;Devolução;;;;
393;17;06/01/2021;Loja_MG;2;Devolução;;;;
394;5;06/01/2021;Loja_MG;-2;Saída;;;;
396;8;06/01/2021;Loja_MG;3;Entrada;;;;
409;11;06/01/2021;Loja_MG;-2;Saída;;;;
410;26;06/01/2021;Loja_MG;2;Entrada;;;;
416;13;06/01/2021;Loja_MG;-1;Saída;;;;
418;9;06/01/2021;Loja_MG;3;Entrada;;;;
425;31;07/01/2021;Loja_MG;2;Entrada;;;;
426;21;07/01/2021;Loja_MG;-2;Saída;;;;
429;10;07/01/2021;Loja_MG;4;Entrada;;;;
430;25;07/01/2021;Loja_MG;-4;Saída;;;;
432;19;07/01/2021;Loja_MG;-1;Saída;;;;
434;12;07/01/2021;Loja_MG;-4;Saída;;;;
437;20;07/01/2021;Loja_MG;-3;Saída;;;;
438;18;07/01/2021;Loja_MG;4;Entrada;;;;
443;5;07/01/2021;Loja_MG;-3;Saída;;;;
444;4;07/01/2021;Loja_MG;-2;Saída;;;;
446;4;07/01/2021;Loja_MG;2;Entrada;;;;
448;10;07/01/2021;Loja_MG;-1;Saída;;;;
453;31;08/01/2021;Loja_MG;2;Entrada;;;;
454;25;08/01/2021;Loja_MG;-1;Saída;;;;
458;15;08/01/2021;Loja_MG;-1;Saída;;;;
461;7;08/01/2021;Loja_MG;-2;Saída;;;;
462;21;08/01/2021;Loja_MG;-2;Saída;;;;
472;1;08/01/2021;Loja_MG;2;Entrada;;;;
482;27;08/01/2021;Loja_MG;-2;Saída;;;;
485;9;08/01/2021;Loja_MG;2;Entrada;;;;
490;10;08/01/2021;Loja_MG;5;Devolução;;;;
494;25;08/01/2021;Loja_MG;-1;Saída;;;;
496;26;08/01/2021;Loja_MG;4;Entrada;;;;
507;25;09/01/2021;Loja_MG;-2;Saída;;;;
508;27;09/01/2021;Loja_MG;5;Entrada;;;;
509;23;09/01/2021;Loja_MG;-3;Saída;;;;
511;30;09/01/2021;Loja_MG;2;Entrada;;;;
512;11;09/01/2021;Loja_MG;3;Devolução;;;;
519;4;09/01/2021;Loja_MG;2;Entrada;;;;
525;31;09/01/2021;Loja_MG;2;Entrada;;;;
526;20;09/01/2021;Loja_MG;-2;Saída;;;;
529;10;09/01/2021;Loja_MG;3;Entrada;;;;
532;6;09/01/2021;Loja_MG;2;Entrada;;;;
537;4;09/01/2021;Loja_MG;-2;Saída;;;;
539;27;09/01/2021;Loja_MG;3;Entrada;;;;
541;9;09/01/2021;Loja_MG;-1;Saída;;;;
543;21;09/01/2021;Loja_MG;3;Entrada;;;;
546;12;09/01/2021;Loja_MG;2;Entrada;;;;
548;26;09/01/2021;Loja_MG;-2;Saída;;;;
550;26;10/01/2021;Loja_MG;2;Entrada;;;;
551;14;10/01/2021;Loja_MG;-1;Saída;;;;
554;6;10/01/2021;Loja_MG;-4;Saída;;;;
558;26;10/01/2021;Loja_MG;-4;Saída;;;;
559;14;10/01/2021;Loja_MG;2;Entrada;;;;
560;19;10/01/2021;Loja_MG;-1;Saída;;;;
563;16;10/01/2021;Loja_MG;2;Entrada;;;;
564;2;10/01/2021;Loja_MG;3;Entrada;;;;
568;13;10/01/2021;Loja_MG;-2;Saída;;;;
571;24;10/01/2021;Loja_MG;-1;Saída;;;;
572;18;10/01/2021;Loja_MG;2;Devolução;;;;
576;22;10/01/2021;Loja_MG;-1;Saída;;;;
577;27;10/01/2021;Loja_MG;-5;Saída;;;;
579;11;10/01/2021;Loja_MG;-1;Saída;;;;
582;4;10/01/2021;Loja_MG;4;Entrada;;;;
584;3;10/01/2021;Loja_MG;3;Entrada;;;;
588;30;10/01/2021;Loja_MG;-1;Saída;;;;
590;20;10/01/2021;Loja_MG;-1;Saída;;;;
596;10;11/01/2021;Loja_MG;2;Entrada;;;;
599;13;11/01/2021;Loja_MG;6;Entrada;;;;
601;17;11/01/2021;Loja_MG;2;Entrada;;;;
603;28;11/01/2021;Loja_MG;4;Entrada;;;;
605;19;11/01/2021;Loja_MG;-3;Saída;;;;
608;20;11/01/2021;Loja_MG;6;Entrada;;;;
610;18;11/01/2021;Loja_MG;-1;Saída;;;;
611;19;11/01/2021;Loja_MG;4;Entrada;;;;
614;24;11/01/2021;Loja_MG;-1;Saída;;;;
618;25;11/01/2021;Loja_MG;-1;Saída;;;;
619;1;11/01/2021;Loja_MG;2;Entrada;;;;
620;2;11/01/2021;Loja_MG;3;Devolução;;;;
622;20;11/01/2021;Loja_MG;-1;Saída;;;;
626;30;11/01/2021;Loja_MG;2;Entrada;;;;
630;11;12/01/2021;Loja_MG;3;Entrada;;;;
631;30;12/01/2021;Loja_MG;-2;Saída;;;;
636;26;12/01/2021;Loja_MG;-1;Saída;;;;
637;6;12/01/2021;Loja_MG;-4;Saída;;;;
638;14;12/01/2021;Loja_MG;-3;Saída;;;;
640;29;12/01/2021;Loja_MG;-1;Saída;;;;
641;24;12/01/2021;Loja_MG;3;Entrada;;;;
644;12;12/01/2021;Loja_MG;-1;Saída;;;;
646;20;12/01/2021;Loja_MG;-3;Saída;;;;
652;31;12/01/2021;Loja_MG;3;Entrada;;;;
653;23;12/01/2021;Loja_MG;5;Entrada;;;;
657;17;12/01/2021;Loja_MG;-1;Saída;;;;
662;26;12/01/2021;Loja_MG;2;Entrada;;;;
666;18;13/01/2021;Loja_MG;-9;Saída;;;;
667;20;13/01/2021;Loja_MG;-2;Saída;;;;
670;25;13/01/2021;Loja_MG;-2;Saída;;;;
672;4;13/01/2021;Loja_MG;3;Entrada;;;;
675;13;13/01/2021;Loja_MG;-6;Saída;;;;
679;22;13/01/2021;Loja_MG;4;Entrada;;;;
680;28;13/01/2021;Loja_MG;3;Entrada;;;;
681;11;13/01/2021;Loja_MG;-6;Saída;;;;
682;29;13/01/2021;Loja_MG;2;Entrada;;;;
684;16;13/01/2021;Loja_MG;2;Entrada;;;;
685;19;13/01/2021;Loja_MG;7;Entrada;;;;
688;30;13/01/2021;Loja_MG;2;Entrada;;;;
692;25;13/01/2021;Loja_MG;-2;Saída;;;;
694;16;13/01/2021;Loja_MG;-1;Saída;;;;
695;7;13/01/2021;Loja_MG;-5;Saída;;;;
698;19;13/01/2021;Loja_MG;-3;Saída;;;;
699;25;13/01/2021;Loja_MG;2;Entrada;;;;
701;13;13/01/2021;Loja_MG;6;Entrada;;;;
705;9;13/01/2021;Loja_MG;3;Entrada;;;;
710;2;14/01/2021;Loja_MG;-1;Saída;;;;
712;28;14/01/2021;Loja_MG;-1;Saída;;;;
714;6;14/01/2021;Loja_MG;-2;Saída;;;;
716;20;14/01/2021;Loja_MG;-1;Saída;;;;
718;4;14/01/2021;Loja_MG;-1;Saída;;;;
723;5;14/01/2021;Loja_MG;3;Entrada;;;;
725;9;14/01/2021;Loja_MG;-3;Saída;;;;
727;13;14/01/2021;Loja_MG;3;Entrada;;;;
728;25;14/01/2021;Loja_MG;-1;Saída;;;;
729;30;14/01/2021;Loja_MG;-1;Saída;;;;
730;23;14/01/2021;Loja_MG;2;Entrada;;;;
731;11;14/01/2021;Loja_MG;-3;Saída;;;;
732;29;14/01/2021;Loja_MG;3;Entrada;;;;
736;23;14/01/2021;Loja_MG;3;Entrada;;;;
741;11;14/01/2021;Loja_MG;-8;Saída;;;;
743;13;14/01/2021;Loja_MG;3;Entrada;;;;
744;11;14/01/2021;Loja_MG;2;Entrada;;;;
745;8;14/01/2021;Loja_MG;-2;Saída;;;;
746;19;14/01/2021;Loja_MG;3;Entrada;;;;
750;7;15/01/2021;Loja_MG;5;Entrada;;;;
751;3;15/01/2021;Loja_MG;4;Entrada;;;;
755;11;15/01/2021;Loja_MG;2;Entrada;;;;
762;10;15/01/2021;Loja_MG;-1;Saída;;;;
772;1;15/01/2021;Loja_MG;-1;Saída;;;;
775;22;15/01/2021;Loja_MG;2;Entrada;;;;
782;25;15/01/2021;Loja_MG;2;Entrada;;;;
784;15;15/01/2021;Loja_MG;2;Entrada;;;;
790;31;16/01/2021;Loja_MG;3;Entrada;;;;
794;31;16/01/2021;Loja_MG;5;Devolução;;;;
795;16;16/01/2021;Loja_MG;3;Devolução;;;;
796;27;16/01/2021;Loja_MG;2;Entrada;;;;
800;10;16/01/2021;Loja_MG;-3;Saída;;;;
814;30;16/01/2021;Loja_MG;-1;Saída;;;;
823;28;16/01/2021;Loja_MG;3;Devolução;;;;
826;4;16/01/2021;Loja_MG;-1;Saída;;;;
836;8;16/01/2021;Loja_MG;2;Entrada;;;;
837;29;16/01/2021;Loja_MG;-1;Saída;;;;
843;12;17/01/2021;Loja_MG;-4;Saída;;;;
846;13;17/01/2021;Loja_MG;-5;Saída;;;;
852;20;17/01/2021;Loja_MG;2;Entrada;;;;
853;24;17/01/2021;Loja_MG;5;Entrada;;;;
857;3;17/01/2021;Loja_MG;-6;Saída;;;;
858;16;17/01/2021;Loja_MG;-2;Saída;;;;
862;25;17/01/2021;Loja_MG;-1;Saída;;;;
863;19;17/01/2021;Loja_MG;2;Entrada;;;;
865;24;17/01/2021;Loja_MG;-2;Saída;;;;
872;10;17/01/2021;Loja_MG;-1;Saída;;;;
876;5;17/01/2021;Loja_MG;2;Entrada;;;;
877;19;17/01/2021;Loja_MG;2;Entrada;;;;
878;21;17/01/2021;Loja_MG;-1;Saída;;;;
884;19;17/01/2021;Loja_MG;3;Entrada;;;;
888;22;18/01/2021;Loja_MG;-2;Saída;;;;
894;32;18/01/2021;Loja_MG;2;Entrada;;;;
898;12;18/01/2021;Loja_MG;2;Entrada;;;;
900;28;18/01/2021;Loja_MG;3;Entrada;;;;
905;22;18/01/2021;Loja_MG;-1;Saída;;;;
911;6;18/01/2021;Loja_MG;-1;Saída;;;;
917;27;18/01/2021;Loja_MG;3;Entrada;;;;
923;13;18/01/2021;Loja_MG;3;Entrada;;;;
926;23;18/01/2021;Loja_MG;3;Entrada;;;;
930;21;19/01/2021;Loja_MG;3;Entrada;;;;
933;16;19/01/2021;Loja_MG;2;Entrada;;;;
937;8;19/01/2021;Loja_MG;-3;Saída;;;;
942;21;19/01/2021;Loja_MG;-7;Saída;;;;
945;29;19/01/2021;Loja_MG;-1;Saída;;;;
950;12;19/01/2021;Loja_MG;3;Entrada;;;;
952;30;19/01/2021;Loja_MG;2;Entrada;;;;
954;30;19/01/2021;Loja_MG;2;Entrada;;;;
961;24;19/01/2021;Loja_MG;3;Entrada;;;;
962;23;19/01/2021;Loja_MG;5;Entrada;;;;
964;30;19/01/2021;Loja_MG;-1;Saída;;;;
965;3;19/01/2021;Loja_MG;3;Entrada;;;;
978;21;20/01/2021;Loja_MG;-3;Saída;;;;
982;15;20/01/2021;Loja_MG;-1;Saída;;;;
983;24;20/01/2021;Loja_MG;3;Entrada;;;;
985;12;20/01/2021;Loja_MG;-2;Saída;;;;
989;26;20/01/2021;Loja_MG;5;Entrada;;;;
992;30;20/01/2021;Loja_MG;2;Devolução;;;;
995;1;20/01/2021;Loja_MG;-1;Saída;;;;
999;23;20/01/2021;Loja_MG;2;Entrada;;;;
1000;9;20/01/2021;Loja_MG;-1;Saída;;;;
1003;16;20/01/2021;Loja_MG;4;Devolução;;;;
1013;8;21/01/2021;Loja_MG;3;Entrada;;;;
1017;1;21/01/2021;Loja_MG;4;Entrada;;;;
1020;2;21/01/2021;Loja_MG;3;Entrada;;;;
1024;9;21/01/2021;Loja_MG;-4;Saída;;;;
1030;12;21/01/2021;Loja_MG;-2;Saída;;;;
1031;10;21/01/2021;Loja_MG;2;Entrada;;;;
1036;19;21/01/2021;Loja_MG;-2;Saída;;;;
1041;6;21/01/2021;Loja_MG;4;Devolução;;;;
1045;14;21/01/2021;Loja_MG;-1;Saída;;;;
1059;11;22/01/2021;Loja_MG;3;Entrada;;;;
1060;7;22/01/2021;Loja_MG;4;Entrada;;;;
1061;7;22/01/2021;Loja_MG;2;Entrada;;;;
1069;6;22/01/2021;Loja_MG;5;Entrada;;;;
1076;17;22/01/2021;Loja_MG;2;Devolução;;;;
1080;17;23/01/2021;Loja_MG;4;Entrada;;;;
1089;5;23/01/2021;Loja_MG;4;Entrada;;;;
1094;27;23/01/2021;Loja_MG;-2;Saída;;;;
1097;5;23/01/2021;Loja_MG;-1;Saída;;;;
1100;23;23/01/2021;Loja_MG;3;Entrada;;;;
1104;12;23/01/2021;Loja_MG;-1;Saída;;;;
1106;30;23/01/2021;Loja_MG;5;Entrada;;;;
1113;15;23/01/2021;Loja_MG;2;Entrada;;;;
1114;20;23/01/2021;Loja_MG;3;Devolução;;;;
1119;11;23/01/2021;Loja_MG;-2;Saída;;;;
1121;9;24/01/2021;Loja_MG;-2;Saída;;;;
1122;19;24/01/2021;Loja_MG;-2;Saída;;;;
1123;7;24/01/2021;Loja_MG;-1;Saída;;;;
1126;18;24/01/2021;Loja_MG;-3;Saída;;;;
1127;22;24/01/2021;Loja_MG;-3;Saída;;;;
1128;28;24/01/2021;Loja_MG;-3;Saída;;;;
1129;30;24/01/2021;Loja_MG;3;Entrada;;;;
1133;25;24/01/2021;Loja_MG;2;Entrada;;;;
1135;14;24/01/2021;Loja_MG;2;Entrada;;;;
1136;7;24/01/2021;Loja_MG;-1;Saída;;;;
1141;15;24/01/2021;Loja_MG;-3;Saída;;;;
1144;18;24/01/2021;Loja_MG;2;Entrada;;;;
1153;11;24/01/2021;Loja_MG;-1;Saída;;;;
1154;12;24/01/2021;Loja_MG;2;Entrada;;;;
1160;28;24/01/2021;Loja_MG;-1;Saída;;;;
1161;32;24/01/2021;Loja_MG;-2;Saída;;;;
1163;8;24/01/2021;Loja_MG;3;Devolução;;;;
1168;7;25/01/2021;Loja_MG;2;Entrada;;;;
1170;21;25/01/2021;Loja_MG;-1;Saída;;;;
1174;21;25/01/2021;Loja_MG;3;Entrada;;;;
1183;4;25/01/2021;Loja_MG;-6;Saída;;;;
1185;25;25/01/2021;Loja_MG;4;Entrada;;;;
1186;26;25/01/2021;Loja_MG;7;Entrada;;;;
1191;28;25/01/2021;Loja_MG;-1;Saída;;;;
1199;22;25/01/2021;Loja_MG;6;Entrada;;;;
1200;14;25/01/2021;Loja_MG;2;Entrada;;;;
1201;13;25/01/2021;Loja_MG;-3;Saída;;;;
1202;25;25/01/2021;Loja_MG;5;Entrada;;;;
1204;27;25/01/2021;Loja_MG;-3;Saída;;;;
1205;24;25/01/2021;Loja_MG;-2;Saída;;;;
1207;27;25/01/2021;Loja_MG;3;Entrada;;;;
1208;3;25/01/2021;Loja_MG;3;Entrada;;;;
1209;24;25/01/2021;Loja_MG;-1;Saída;;;;
1211;7;25/01/2021;Loja_MG;3;Entrada;;;;
1215;18;26/01/2021;Loja_MG;3;Entrada;;;;
1216;6;26/01/2021;Loja_MG;-1;Saída;;;;
1217;20;26/01/2021;Loja_MG;-1;Saída;;;;
1219;5;26/01/2021;Loja_MG;3;Entrada;;;;
1220;25;26/01/2021;Loja_MG;5;Entrada;;;;
1223;18;26/01/2021;Loja_MG;-2;Saída;;;;
1224;8;26/01/2021;Loja_MG;-5;Saída;;;;
1225;10;26/01/2021;Loja_MG;6;Entrada;;;;
1233;23;26/01/2021;Loja_MG;2;Entrada;;;;
1238;17;26/01/2021;Loja_MG;2;Entrada;;;;
1239;18;26/01/2021;Loja_MG;4;Entrada;;;;
1240;4;26/01/2021;Loja_MG;2;Entrada;;;;
1241;10;26/01/2021;Loja_MG;2;Entrada;;;;
1245;23;26/01/2021;Loja_MG;2;Entrada;;;;
1251;10;26/01/2021;Loja_MG;-9;Saída;;;;
1254;3;26/01/2021;Loja_MG;3;Entrada;;;;
1262;29;27/01/2021;Loja_MG;2;Entrada;;;;
1268;29;27/01/2021;Loja_MG;2;Entrada;;;;
1275;2;27/01/2021;Loja_MG;-1;Saída;;;;
1280;3;27/01/2021;Loja_MG;-2;Saída;;;;
1281;29;27/01/2021;Loja_MG;-1;Saída;;;;
1287;13;27/01/2021;Loja_MG;-2;Saída;;;;
1290;10;27/01/2021;Loja_MG;-1;Saída;;;;
1296;24;27/01/2021;Loja_MG;2;Entrada;;;;
1299;11;27/01/2021;Loja_MG;3;Entrada;;;;
1300;11;27/01/2021;Loja_MG;2;Entrada;;;;
1304;11;27/01/2021;Loja_MG;-1;Saída;;;;
1310;22;27/01/2021;Loja_MG;-2;Saída;;;;
1311;17;28/01/2021;Loja_MG;2;Entrada;;;;
1312;30;28/01/2021;Loja_MG;5;Entrada;;;;
1321;1;28/01/2021;Loja_MG;3;Entrada;;;;
1325;22;28/01/2021;Loja_MG;3;Entrada;;;;
1329;31;28/01/2021;Loja_MG;-1;Saída;;;;
1331;27;28/01/2021;Loja_MG;5;Entrada;;;;
1343;8;28/01/2021;Loja_MG;5;Entrada;;;;
1346;5;28/01/2021;Loja_MG;-1;Saída;;;;
1351;12;29/01/2021;Loja_MG;7;Entrada;;;;
1354;27;29/01/2021;Loja_MG;2;Entrada;;;;
1370;17;29/01/2021;Loja_MG;-2;Saída;;;;
1372;28;29/01/2021;Loja_MG;2;Entrada;;;;
1376;8;29/01/2021;Loja_MG;-1;Saída;;;;
1379;30;30/01/2021;Loja_MG;-1;Saída;;;;
1387;23;30/01/2021;Loja_MG;-2;Saída;;;;
1389;14;30/01/2021;Loja_MG;3;Entrada;;;;
1393;17;30/01/2021;Loja_MG;-1;Saída;;;;
1394;3;30/01/2021;Loja_MG;3;Entrada;;;;
1398;10;30/01/2021;Loja_MG;2;Entrada;;;;
1400;26;30/01/2021;Loja_MG;-2;Saída;;;;
1401;8;30/01/2021;Loja_MG;-2;Saída;;;;
1403;13;30/01/2021;Loja_MG;2;Entrada;;;;
1404;2;30/01/2021;Loja_MG;-1;Saída;;;;
1406;5;30/01/2021;Loja_MG;4;Entrada;;;;
1411;3;30/01/2021;Loja_MG;3;Entrada;;;;
1414;25;30/01/2021;Loja_MG;3;Devolução;;;;
1419;8;30/01/2021;Loja_MG;-3;Saída;;;;
1421;28;30/01/2021;Loja_MG;2;Entrada;;;;
1422;3;30/01/2021;Loja_MG;-1;Saída;;;;
1425;12;31/01/2021;Loja_MG;2;Entrada;;;;
1427;26;31/01/2021;Loja_MG;4;Entrada;;;;
1433;23;31/01/2021;Loja_MG;-1;Saída;;;;
1441;20;31/01/2021;Loja_MG;2;Entrada;;;;
1445;13;31/01/2021;Loja_MG;6;Entrada;;;;
1446;18;31/01/2021;Loja_MG;-1;Saída;;;;
1453;26;31/01/2021;Loja_MG;4;Entrada;;;;
1456;14;31/01/2021;Loja_MG;3;Entrada;;;;
1467;13;01/02/2021;Loja_MG;12;Entrada;;;;
1468;26;01/02/2021;Loja_MG;4;Entrada;;;;
1469;18;01/02/2021;Loja_MG;-2;Saída;;;;
1470;25;01/02/2021;Loja_MG;-3;Saída;;;;
1472;3;01/02/2021;Loja_MG;13;Entrada;;;;
1474;2;01/02/2021;Loja_MG;-1;Saída;;;;
1483;10;01/02/2021;Loja_MG;5;Entrada;;;;
1491;5;01/02/2021;Loja_MG;-1;Saída;;;;
1498;10;01/02/2021;Loja_MG;3;Entrada;;;;
1504;10;01/02/2021;Loja_MG;-2;Saída;;;;
1510;22;02/02/2021;Loja_MG;5;Entrada;;;;
1511;27;02/02/2021;Loja_MG;-1;Saída;;;;
1518;21;02/02/2021;Loja_MG;-2;Saída;;;;
1523;11;02/02/2021;Loja_MG;4;Entrada;;;;
1525;13;02/02/2021;Loja_MG;-2;Saída;;;;
1529;4;02/02/2021;Loja_MG;8;Entrada;;;;
1530;12;02/02/2021;Loja_MG;-3;Saída;;;;
1532;12;02/02/2021;Loja_MG;-1;Saída;;;;
1533;3;02/02/2021;Loja_MG;-3;Saída;;;;
1534;5;02/02/2021;Loja_MG;2;Entrada;;;;
1536;24;02/02/2021;Loja_MG;5;Entrada;;;;
1537;4;02/02/2021;Loja_MG;3;Devolução;;;;
1542;30;02/02/2021;Loja_MG;2;Entrada;;;;
1545;3;02/02/2021;Loja_MG;2;Devolução;;;;
1546;8;02/02/2021;Loja_MG;-1;Saída;;;;
1547;4;02/02/2021;Loja_MG;-4;Saída;;;;
1554;10;02/02/2021;Loja_MG;-2;Saída;;;;
1560;1;03/02/2021;Loja_MG;-1;Saída;;;;
1566;2;03/02/2021;Loja_MG;-1;Saída;;;;
1567;9;03/02/2021;Loja_MG;40;Entrada;;;;
1570;23;03/02/2021;Loja_MG;4;Devolução;;;;
1573;13;03/02/2021;Loja_MG;3;Entrada;;;Loja C;Loja Online
1576;4;03/02/2021;Loja_MG;4;Entrada;;;;
1579;19;03/02/2021;Loja_MG;-1;Saída;;;;
1580;22;03/02/2021;Loja_MG;2;Entrada;;;;
1582;24;03/02/2021;Loja_MG;3;Entrada;;;;
1583;12;03/02/2021;Loja_MG;4;Entrada;;;;
1586;22;03/02/2021;Loja_MG;3;Entrada;;;;
1592;26;04/02/2021;Loja_MG;-1;Saída;;;;
1600;21;04/02/2021;Loja_MG;-4;Saída;;;;
1601;3;04/02/2021;Loja_MG;5;Entrada;;;;
1606;21;04/02/2021;Loja_MG;2;Entrada;;;;
1621;18;04/02/2021;Loja_MG;3;Entrada;;;;
1628;12;04/02/2021;Loja_MG;2;Entrada;;;;
1629;22;04/02/2021;Loja_MG;3;Entrada;;;;
1630;4;04/02/2021;Loja_MG;2;Entrada;;;;
1633;24;04/02/2021;Loja_MG;3;Entrada;;;;
1634;22;04/02/2021;Loja_MG;-2;Saída;;;;
1638;26;04/02/2021;Loja_MG;4;Entrada;;;;
1640;14;05/02/2021;Loja_MG;-2;Saída;;;;
1644;10;05/02/2021;Loja_MG;-5;Saída;;;;
1648;30;05/02/2021;Loja_MG;-1;Saída;;;;
1653;13;05/02/2021;Loja_MG;-2;Saída;;;;
1661;3;05/02/2021;Loja_MG;2;Entrada;;;;
1667;7;05/02/2021;Loja_MG;5;Entrada;;;;
1669;31;05/02/2021;Loja_MG;2;Entrada;;;;
1671;21;05/02/2021;Loja_MG;-2;Saída;;;;
1675;28;05/02/2021;Loja_MG;-3;Saída;;;;
1677;24;05/02/2021;Loja_MG;2;Entrada;;;;
1678;14;05/02/2021;Loja_MG;2;Entrada;;;;
1691;10;06/02/2021;Loja_MG;-4;Saída;;;;
1695;13;06/02/2021;Loja_MG;-1;Saída;;;;
1702;14;06/02/2021;Loja_MG;-1;Saída;;;;
1706;27;06/02/2021;Loja_MG;2;Entrada;;;;
1709;21;06/02/2021;Loja_MG;4;Entrada;;;;
1712;18;06/02/2021;Loja_MG;-5;Saída;;;;
1716;26;07/02/2021;Loja_MG;-2;Saída;;;;
1720;9;07/02/2021;Loja_MG;4;Entrada;;;;
1723;28;07/02/2021;Loja_MG;3;Entrada;;;;
