COD MOVIMENTO;COD PRODUTO;DATA;ID LOJA;ESTOQUE;TIPO;;;;
753;10;15/01/2021;Loja_RJ;5;Entrada;;;;
754;7;15/01/2021;Loja_RJ;2;Entrada;;;;
763;28;15/01/2021;Loja_RJ;2;Entrada;;;;
767;9;15/01/2021;Loja_RJ;-2;Saída;;;;
773;20;15/01/2021;Loja_RJ;6;Entrada;;;;
778;24;15/01/2021;Loja_RJ;-1;Saída;;;;
779;11;15/01/2021;Loja_RJ;-2;Saída;;;;
783;24;15/01/2021;Loja_RJ;2;Entrada;;;;
799;4;16/01/2021;Loja_RJ;4;Entrada;;;;
804;9;16/01/2021;Loja_RJ;-3;Saída;;;;
811;18;16/01/2021;Loja_RJ;-1;Saída;;;;
822;29;16/01/2021;Loja_RJ;2;Entrada;;;;
827;13;16/01/2021;Loja_RJ;-3;Saída;;;;
840;32;17/01/2021;Loja_RJ;2;Entrada;;;;
847;9;17/01/2021;Loja_RJ;3;Entrada;;;;
848;16;17/01/2021;Loja_RJ;-1;Saída;;;;
861;29;17/01/2021;Loja_RJ;-1;Saída;;;;
866;18;17/01/2021;Loja_RJ;4;Entrada;;;;
868;30;17/01/2021;Loja_RJ;2;Entrada;;;;
873;12;17/01/2021;Loja_RJ;4;Entrada;;;;
879;11;17/01/2021;Loja_RJ;2;Entrada;;;;
899;5;18/01/2021;Loja_RJ;2;Entrada;;;;
907;3;18/01/2021;Loja_RJ;2;Entrada;;;;
913;14;18/01/2021;Loja_RJ;4;Entrada;;;;
915;16;18/01/2021;Loja_RJ;2;Entrada;;;;
916;2;18/01/2021;Loja_RJ;2;Entrada;;;;
924;18;18/01/2021;Loja_RJ;-7;Saída;;;;
932;31;19/01/2021;Loja_RJ;-1;Saída;;;;
934;6;19/01/2021;Loja_RJ;3;Entrada;;;;
938;28;19/01/2021;Loja_RJ;2;Entrada;;;;
941;14;19/01/2021;Loja_RJ;-1;Saída;;;;
943;25;19/01/2021;Loja_RJ;-1;Saída;;;;
946;1;19/01/2021;Loja_RJ;-2;Saída;;;;
947;14;19/01/2021;Loja_RJ;-1;Saída;;;;
955;24;19/01/2021;Loja_RJ;4;Entrada;;;;
958;23;19/01/2021;Loja_RJ;3;Entrada;;;;
960;22;19/01/2021;Loja_RJ;-1;Saída;;;;
970;5;20/01/2021;Loja_RJ;3;Entrada;;;;
971;30;20/01/2021;Loja_RJ;2;Entrada;;;;
973;32;20/01/2021;Loja_RJ;3;Entrada;;;;
975;18;20/01/2021;Loja_RJ;-3;Saída;;;;
979;3;20/01/2021;Loja_RJ;-2;Saída;;;;
980;26;20/01/2021;Loja_RJ;10;Entrada;;;;
981;24;20/01/2021;Loja_RJ;2;Entrada;;;;
986;8;20/01/2021;Loja_RJ;3;Entrada;;;;
987;18;20/01/2021;Loja_RJ;-4;Saída;;;;
988;27;20/01/2021;Loja_RJ;4;Entrada;;;;
991;20;20/01/2021;Loja_RJ;2;Entrada;;;;
993;26;20/01/2021;Loja_RJ;6;Entrada;;;;
998;8;20/01/2021;Loja_RJ;4;Entrada;;;;
1002;13;20/01/2021;Loja_RJ;2;Devolução;;;;
1007;29;20/01/2021;Loja_RJ;2;Entrada;;;;
1019;18;21/01/2021;Loja_RJ;-3;Saída;;;;
1021;12;21/01/2021;Loja_RJ;3;Entrada;;;;
1025;24;21/01/2021;Loja_RJ;-3;Saída;;;;
1027;25;21/01/2021;Loja_RJ;4;Entrada;;;;
1029;9;21/01/2021;Loja_RJ;-5;Saída;;;;
1044;6;21/01/2021;Loja_RJ;2;Entrada;;;;
1046;3;21/01/2021;Loja_RJ;-3;Saída;;;;
1048;7;22/01/2021;Loja_RJ;2;Devolução;;;;
1054;7;22/01/2021;Loja_RJ;-1;Saída;;;;
1055;1;22/01/2021;Loja_RJ;2;Entrada;;;;
1058;6;22/01/2021;Loja_RJ;2;Entrada;;;;
1063;19;22/01/2021;Loja_RJ;-4;Saída;;;;
1064;32;22/01/2021;Loja_RJ;-1;Saída;;;;
1065;21;22/01/2021;Loja_RJ;-1;Saída;;;;
1070;16;22/01/2021;Loja_RJ;2;Entrada;;;;
1081;24;23/01/2021;Loja_RJ;-3;Saída;;;;
1087;17;23/01/2021;Loja_RJ;-1;Saída;;;;
1091;32;23/01/2021;Loja_RJ;-3;Saída;;;;
1098;19;23/01/2021;Loja_RJ;-3;Saída;;;;
1102;16;23/01/2021;Loja_RJ;3;Entrada;;;;
1108;13;23/01/2021;Loja_RJ;5;Entrada;;;;
1109;30;23/01/2021;Loja_RJ;-1;Saída;;;;
1112;1;23/01/2021;Loja_RJ;2;Entrada;;;;
1117;9;23/01/2021;Loja_RJ;5;Entrada;;;;
1125;16;24/01/2021;Loja_RJ;3;Entrada;;;;
1142;13;24/01/2021;Loja_RJ;4;Entrada;;;;
1148;25;24/01/2021;Loja_RJ;-6;Saída;;;;
1151;14;24/01/2021;Loja_RJ;-1;Saída;;;;
1156;23;24/01/2021;Loja_RJ;-2;Saída;;;;
1157;27;24/01/2021;Loja_RJ;4;Entrada;;;;
1164;8;24/01/2021;Loja_RJ;-1;Saída;;;;
1166;9;25/01/2021;Loja_RJ;-2;Saída;;;;
1171;18;25/01/2021;Loja_RJ;-1;Saída;;;;
1175;22;25/01/2021;Loja_RJ;2;Entrada;;;;
1176;8;25/01/2021;Loja_RJ;2;Devolução;;;;
1177;6;25/01/2021;Loja_RJ;-1;Saída;;;;
1181;19;25/01/2021;Loja_RJ;4;Entrada;;;;
1188;23;25/01/2021;Loja_RJ;2;Entrada;;;;
1190;4;25/01/2021;Loja_RJ;-2;Saída;;;;
1192;14;25/01/2021;Loja_RJ;4;Entrada;;;;
1196;3;25/01/2021;Loja_RJ;-2;Saída;;;;
1197;12;25/01/2021;Loja_RJ;-2;Saída;;;;
1203;26;25/01/2021;Loja_RJ;3;Entrada;;;;
1214;26;25/01/2021;Loja_RJ;-1;Saída;;;;
1218;25;26/01/2021;Loja_RJ;4;Entrada;;;;
1228;14;26/01/2021;Loja_RJ;2;Entrada;;;;
1232;6;26/01/2021;Loja_RJ;3;Entrada;;;;
1244;5;26/01/2021;Loja_RJ;3;Entrada;;;;
1248;26;26/01/2021;Loja_RJ;3;Entrada;;;;
1252;20;26/01/2021;Loja_RJ;-1;Saída;;;;
1258;31;26/01/2021;Loja_RJ;2;Entrada;;;;
1259;8;26/01/2021;Loja_RJ;2;Devolução;;;;
1260;1;26/01/2021;Loja_RJ;3;Entrada;;;;
1261;17;26/01/2021;Loja_RJ;-1;Saída;;;;
1263;26;27/01/2021;Loja_RJ;-5;Saída;;;;
1269;20;27/01/2021;Loja_RJ;2;Entrada;;;;
1270;4;27/01/2021;Loja_RJ;-2;Saída;;;;
1271;24;27/01/2021;Loja_RJ;6;Entrada;;;;
1276;21;27/01/2021;Loja_RJ;3;Entrada;;;;
1279;30;27/01/2021;Loja_RJ;-1;Saída;;;;
1284;10;27/01/2021;Loja_RJ;4;Entrada;;;;
1285;14;27/01/2021;Loja_RJ;2;Devolução;;;;
1292;4;27/01/2021;Loja_RJ;2;Entrada;;;;
1293;30;27/01/2021;Loja_RJ;-1;Saída;;;;
1306;26;27/01/2021;Loja_RJ;-3;Saída;;;;
1307;26;27/01/2021;Loja_RJ;-5;Saída;;;;
1308;14;27/01/2021;Loja_RJ;2;Entrada;;;;
1315;28;28/01/2021;Loja_RJ;-1;Saída;;;;
1319;17;28/01/2021;Loja_RJ;-2;Saída;;;;
1326;7;28/01/2021;Loja_RJ;5;Entrada;;;;
1327;22;28/01/2021;Loja_RJ;4;Entrada;;;;
1332;26;28/01/2021;Loja_RJ;2;Entrada;;;;
1333;8;28/01/2021;Loja_RJ;2;Entrada;;;;
1337;1;28/01/2021;Loja_RJ;-1;Saída;;;;
1338;27;28/01/2021;Loja_RJ;2;Entrada;;;;
1339;26;28/01/2021;Loja_RJ;-1;Saída;;;;
1341;32;28/01/2021;Loja_RJ;2;Entrada;;;;
1352;31;29/01/2021;Loja_RJ;2;Entrada;;;;
1353;3;29/01/2021;Loja_RJ;-3;Saída;;;;
1360;26;29/01/2021;Loja_RJ;2;Entrada;;;;
1361;25;29/01/2021;Loja_RJ;4;Entrada;;;;
1373;7;29/01/2021;Loja_RJ;6;Entrada;;;;
1374;14;29/01/2021;Loja_RJ;4;Entrada;;;;
1375;6;29/01/2021;Loja_RJ;4;Entrada;;;;
1383;29;30/01/2021;Loja_RJ;2;Entrada;;;;
1384;6;30/01/2021;Loja_RJ;3;Entrada;;;;
1399;11;30/01/2021;Loja_RJ;8;Entrada;;;;
1416;26;30/01/2021;Loja_RJ;-2;Saída;;;;
1418;21;30/01/2021;Loja_RJ;8;Entrada;;;;
1426;26;31/01/2021;Loja_RJ;2;Devolução;;;;
1434;3;31/01/2021;Loja_RJ;6;Entrada;;;;
1435;14;31/01/2021;Loja_RJ;7;Entrada;;;;
1439;13;31/01/2021;Loja_RJ;4;Entrada;;;;
1451;20;31/01/2021;Loja_RJ;3;Entrada;;;;
1457;23;31/01/2021;Loja_RJ;-1;Saída;;;;
1460;7;31/01/2021;Loja_RJ;-2;Saída;;;;
1463;28;31/01/2021;Loja_RJ;2;Entrada;;;;
1466;8;01/02/2021;Loja_RJ;5;Entrada;;;;
1473;21;01/02/2021;Loja_RJ;6;Entrada;;;;
1478;26;01/02/2021;Loja_RJ;7;Entrada;;;;
1480;6;01/02/2021;Loja_RJ;-1;Saída;;;;
1484;26;01/02/2021;Loja_RJ;9;Entrada;;;;
1486;8;01/02/2021;Loja_RJ;7;Entrada;;;;
1487;21;01/02/2021;Loja_RJ;5;Entrada;;;;
1489;10;01/02/2021;Loja_RJ;5;Entrada;;;;
1490;7;01/02/2021;Loja_RJ;3;Entrada;;;;
1494;8;01/02/2021;Loja_RJ;-1;Saída;;;;
1495;3;01/02/2021;Loja_RJ;4;Entrada;;;;
1499;19;01/02/2021;Loja_RJ;5;Entrada;;;;
1501;12;01/02/2021;Loja_RJ;-8;Saída;;;;
1505;8;02/02/2021;Loja_RJ;4;Entrada;;;;
1508;23;02/02/2021;Loja_RJ;3;Entrada;;;;
1517;29;02/02/2021;Loja_RJ;12;Entrada;;;;
1519;2;02/02/2021;Loja_RJ;-1;Saída;;;;
1522;8;02/02/2021;Loja_RJ;-6;Saída;;;;
1528;24;02/02/2021;Loja_RJ;3;Entrada;;;;
1549;20;02/02/2021;Loja_RJ;3;Entrada;;;;
1552;26;02/02/2021;Loja_RJ;2;Entrada;;;;
1555;12;02/02/2021;Loja_RJ;13;Entrada;;;;
1562;28;03/02/2021;Loja_RJ;-1;Saída;;;;
1563;4;03/02/2021;Loja_RJ;-1;Saída;;;;
1575;24;03/02/2021;Loja_RJ;4;Entrada;;;Loja E;Fábrica
1588;3;03/02/2021;Loja_RJ;-2;Saída;;;;
1596;27;04/02/2021;Loja_RJ;-4;Saída;;;;
1597;11;04/02/2021;Loja_RJ;3;Entrada;;;;
1607;6;04/02/2021;Loja_RJ;2;Entrada;;;;
1608;3;04/02/2021;Loja_RJ;3;Entrada;;;;
1611;26;04/02/2021;Loja_RJ;-3;Saída;;;;
1615;21;04/02/2021;Loja_RJ;5;Entrada;;;;
1619;8;04/02/2021;Loja_RJ;2;Entrada;;;;
1620;6;04/02/2021;Loja_RJ;2;Entrada;;;;
1624;3;04/02/2021;Loja_RJ;5;Entrada;;;;
1625;8;04/02/2021;Loja_RJ;-3;Saída;;;;
1639;30;04/02/2021;Loja_RJ;2;Entrada;;;;
1641;7;05/02/2021;Loja_RJ;3;Devolução;;;;
1668;13;05/02/2021;Loja_RJ;4;Entrada;;;;
1670;11;05/02/2021;Loja_RJ;7;Entrada;;;;
1676;5;05/02/2021;Loja_RJ;2;Entrada;;;;
1680;13;06/02/2021;Loja_RJ;3;Entrada;;;;
1681;24;06/02/2021;Loja_RJ;2;Entrada;;;;
1689;7;06/02/2021;Loja_RJ;-1;Saída;;;;
1692;1;06/02/2021;Loja_RJ;-3;Saída;;;;
1694;11;06/02/2021;Loja_RJ;-9;Saída;;;;
1700;14;06/02/2021;Loja_RJ;2;Devolução;;;;
1703;26;06/02/2021;Loja_RJ;-2;Saída;;;;
1705;26;06/02/2021;Loja_RJ;-1;Saída;;;;
1708;26;06/02/2021;Loja_RJ;2;Entrada;;;;
1713;4;06/02/2021;Loja_RJ;-2;Saída;;;;
1715;7;06/02/2021;Loja_RJ;2;Entrada;;;;
1718;3;07/02/2021;Loja_RJ;-1;Saída;;;;
1724;12;07/02/2021;Loja_RJ;-1;Saída;;;;
1738;9;07/02/2021;Loja_RJ;2;Entrada;;;;
1739;25;07/02/2021;Loja_RJ;-1;Saída;;;;
1749;9;07/02/2021;Loja_RJ;-1;Saída;;;;
1755;24;07/02/2021;Loja_RJ;2;Entrada;;;;
1759;21;07/02/2021;Loja_RJ;3;Entrada;;;;
1763;11;08/02/2021;Loja_RJ;3;Devolução;;;;
1764;17;08/02/2021;Loja_RJ;2;Entrada;;;;
1765;22;08/02/2021;Loja_RJ;2;Entrada;;;;
1766;22;08/02/2021;Loja_RJ;-2;Saída;;;;
1767;11;08/02/2021;Loja_RJ;2;Entrada;;;;
1773;26;08/02/2021;Loja_RJ;-1;Saída;;;;
1774;10;08/02/2021;Loja_RJ;-4;Saída;;;;
1775;17;08/02/2021;Loja_RJ;-1;Saída;;;;
1777;5;08/02/2021;Loja_RJ;2;Devolução;;;;
1791;9;08/02/2021;Loja_RJ;2;Entrada;;;;
1796;19;08/02/2021;Loja_RJ;4;Devolução;;;;
1798;6;09/02/2021;Loja_RJ;3;Devolução;;;;
1801;26;09/02/2021;Loja_RJ;2;Devolução;;;;
1805;13;09/02/2021;Loja_RJ;2;Entrada;;;;
1808;9;09/02/2021;Loja_RJ;-1;Saída;;;;
1816;30;09/02/2021;Loja_RJ;-2;Saída;;;;
1824;7;09/02/2021;Loja_RJ;-4;Saída;;;;
1826;2;09/02/2021;Loja_RJ;2;Entrada;;;;
1828;16;09/02/2021;Loja_RJ;2;Entrada;;;;
1840;25;10/02/2021;Loja_RJ;-2;Saída;;;;
1844;20;10/02/2021;Loja_RJ;-9;Saída;;;;
1847;19;10/02/2021;Loja_RJ;3;Entrada;;;;
1855;6;10/02/2021;Loja_RJ;3;Entrada;;;;
1857;29;10/02/2021;Loja_RJ;2;Entrada;;;;
1858;4;10/02/2021;Loja_RJ;-1;Saída;;;;
1871;22;11/02/2021;Loja_RJ;-2;Saída;;;;
1872;24;11/02/2021;Loja_RJ;2;Entrada;;;;
1878;22;11/02/2021;Loja_RJ;2;Entrada;;;;
1881;25;11/02/2021;Loja_RJ;2;Entrada;;;;
1894;17;11/02/2021;Loja_RJ;2;Entrada;;;;
1895;13;11/02/2021;Loja_RJ;-1;Saída;;;;
1898;24;11/02/2021;Loja_RJ;7;Entrada;;;;
1899;18;11/02/2021;Loja_RJ;3;Entrada;;;;
1903;11;12/02/2021;Loja_RJ;-5;Saída;;;;
1906;23;12/02/2021;Loja_RJ;3;Entrada;;;;
1913;28;12/02/2021;Loja_RJ;4;Entrada;;;;
1919;17;12/02/2021;Loja_RJ;2;Entrada;;;;
1924;2;12/02/2021;Loja_RJ;-1;Saída;;;;
1931;20;12/02/2021;Loja_RJ;-5;Saída;;;;
1948;5;13/02/2021;Loja_RJ;2;Entrada;;;;
1951;6;13/02/2021;Loja_RJ;-3;Saída;;;;
1956;12;13/02/2021;Loja_RJ;4;Entrada;;;;
1960;24;13/02/2021;Loja_RJ;-3;Saída;;;;
1961;31;13/02/2021;Loja_RJ;2;Entrada;;;;
1962;13;13/02/2021;Loja_RJ;-4;Saída;;;;
1963;8;13/02/2021;Loja_RJ;-20;Saída;;;;
1964;26;13/02/2021;Loja_RJ;3;Entrada;;;;
1967;4;13/02/2021;Loja_RJ;-1;Saída;;;;
1988;4;14/02/2021;Loja_RJ;5;Entrada;;;;
1994;9;14/02/2021;Loja_RJ;3;Entrada;;;;
1999;14;14/02/2021;Loja_RJ;-2;Saída;;;;
2000;12;14/02/2021;Loja_RJ;-1;Saída;;;;
2004;31;14/02/2021;Loja_RJ;2;Entrada;;;;
2006;10;14/02/2021;Loja_RJ;2;Entrada;;;;
2015;14;15/02/2021;Loja_RJ;8;Entrada;;;;
2017;14;15/02/2021;Loja_RJ;-2;Saída;;;;
2019;9;15/02/2021;Loja_RJ;-1;Saída;;;;
2022;5;15/02/2021;Loja_RJ;-2;Saída;;;;
2032;14;15/02/2021;Loja_RJ;5;Devolução;;;;
2039;23;15/02/2021;Loja_RJ;21;Entrada;;;;
2050;20;16/02/2021;Loja_RJ;-1;Saída;;;;
2052;25;16/02/2021;Loja_RJ;-2;Saída;;;;
2056;28;16/02/2021;Loja_RJ;2;Entrada;;;;
2057;31;16/02/2021;Loja_RJ;3;Entrada;;;;
2058;27;16/02/2021;Loja_RJ;-1;Saída;;;;
2059;3;16/02/2021;Loja_RJ;-1;Saída;;;;
2069;26;16/02/2021;Loja_RJ;2;Entrada;;;;
2071;31;16/02/2021;Loja_RJ;-1;Saída;;;;
2073;17;16/02/2021;Loja_RJ;2;Entrada;;;;
2083;3;16/02/2021;Loja_RJ;4;Entrada;;;;
2086;12;16/02/2021;Loja_RJ;3;Entrada;;;;
2098;27;17/02/2021;Loja_RJ;4;Entrada;;;;
2101;27;17/02/2021;Loja_RJ;-1;Saída;;;;
2107;12;17/02/2021;Loja_RJ;-4;Saída;;;;
2109;18;17/02/2021;Loja_RJ;2;Entrada;;;;
2111;21;17/02/2021;Loja_RJ;3;Entrada;;;;
2114;19;17/02/2021;Loja_RJ;-4;Saída;;;;
2132;5;17/02/2021;Loja_RJ;-1;Saída;;;;
2152;6;18/02/2021;Loja_RJ;3;Entrada;;;;
2157;27;18/02/2021;Loja_RJ;5;Entrada;;;;
2159;19;18/02/2021;Loja_RJ;-3;Saída;;;;
2164;4;18/02/2021;Loja_RJ;2;Entrada;;;;
2176;17;19/02/2021;Loja_RJ;3;Devolução;;;;
2184;1;19/02/2021;Loja_RJ;2;Entrada;;;;
2185;6;19/02/2021;Loja_RJ;2;Entrada;;;;
2188;20;19/02/2021;Loja_RJ;5;Entrada;;;;
2202;9;19/02/2021;Loja_RJ;2;Entrada;;;;
2207;3;19/02/2021;Loja_RJ;-7;Saída;;;;
2218;1;19/02/2021;Loja_RJ;-2;Saída;;;;
2221;4;20/02/2021;Loja_RJ;3;Entrada;;;;
2225;16;20/02/2021;Loja_RJ;3;Entrada;;;;
2247;8;20/02/2021;Loja_RJ;2;Entrada;;;;
2254;3;20/02/2021;Loja_RJ;3;Entrada;;;;
2256;26;21/02/2021;Loja_RJ;-3;Saída;;;;
2266;2;21/02/2021;Loja_RJ;-1;Saída;;;;
2267;26;21/02/2021;Loja_RJ;2;Entrada;;;;
2274;16;21/02/2021;Loja_RJ;2;Entrada;;;;
2277;1;21/02/2021;Loja_RJ;2;Entrada;;;;
2278;14;21/02/2021;Loja_RJ;-2;Saída;;;;
2280;11;21/02/2021;Loja_RJ;3;Entrada;;;;
2286;20;21/02/2021;Loja_RJ;-1;Saída;;;;
